Classification level 1 ID|Classification level 1 NAME|Classification level 2 ID|Classification level 2 NAME|Classification level 3 ID|Classification level 3 NAME|Classification level 4 ID|Classification level 4 NAME|Model ID|Model NAME|Product ID|Product NAME|short description|Technical attribut ID|Technical attribut NAME|Technical attribut VALUE|Technical attribut UNIT
810|BR TEST|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100440|0750.2Classement au feu|Tissu M1|
810||BR TEST|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100442|0.8Coloris accoudoirs||
810||BR TEST|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100443|0.8Coloris assise|Bleu|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100450|Coloris dossier|Bleu|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100457|Coloris piètement|Noir|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100495|Densité mousse assise|40 kg/m3|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100511|Dossier réglable en hauteur|Oui|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100574|Gamme|Frezio|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|102118|Gamme revêtement|Tissu X trême - Camira|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100620|L x H dossier (cm)|47 x 57 cm|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100624|L x H x P assise (cm)|47 x 39 à 50 x 43 cm|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100674|Matière des accoudoirs||
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100688|Matière du piètement|Nylon|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100303|Modèle sièges de BR|Chaise|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100816|Revêtement assise|Tissu|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100817|Revêtement dossier|Tissu|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100822|Roulettes|Sol souple|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100825|Réglage lombaire|Non|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100376|Type|Siège de BR|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100892|Type d'accoudoirs||
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100906|Type mécanisme|Asynchrone|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|100919|Têtière|Non|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|101285|ZZ-Consignes-1||
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467001|Chaise Frezio mécanisme asynchrone 0419 Bleu|Chaise de BR Frezio coloris bleu|101373|ZZ-Consignes-2||
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100440|Classement au feu|Tissu M1|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100442|Coloris accoudoirs||
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100443|Coloris assise|Noir|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100450|Coloris dossier|Noir|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100457|Coloris piètement|Noir|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100495|Densité mousse assise|40 kg/m3|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100511|Dossier réglable en hauteur|Oui|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100574|Gamme|Frezio|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|102118|Gamme revêtement|Tissu X trême - Camira|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100620|L x H dossier (cm)|47 x 57 cm|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100624|L x H x P assise (cm)|47 x 39 à 50 x 43 cm|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100674|Matière des accoudoirs||
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100688|Matière du piètement|Nylon|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100303|Modèle sièges de BR|Chaise|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100816|Revêtement assise|Tissu|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100817|Revêtement dossier|Tissu|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100822|Roulettes|Sol souple|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100825|Réglage lombaire|Non|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100376|Type|Siège de BR|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100892|Type d'accoudoirs||
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100906|Type mécanisme|Asynchrone|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|100919|Têtière|Non|
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|101285|ZZ-Consignes-1||
810|BR|81006|SIEGES BR|1329|SIEGES DE BR|30003|Siège de BR sur roulettes|102467|Siège BR Frezio|102467002|Chaise Frezio mécanisme asynchrone 0420 Noir|Chaise de BR Frezio coloris noir|101373|ZZ-Consignes-2||
